press-cuttings,press-cutting
ears,ear
gaps,gap
GDPs,GDP
hoof,hoof
jams,jam
kelp,kelp
kill,kill
boxing-gloves,boxing-glove
cute,cute
hook,hook
kiln,kiln
falcons,falcon
kilo,kilo
ameba,ameba
kilt,kilt
blur,blur
eery,eery
hoop,hoop
pastoral,pastoral
dusk,dusk
patriarchy,patriarchy
appendicitis,appendicitis
GNPs,GNP
city,city
cots,cot
areca,areca
bout,bout
doss,doss
fatherhood,fatherhood
errs,err
hoot,hoot
inns,inn
ions,ion
jump,jump
look-over,look-over
cuts,cut
outran,outrun
dust,dust
pegs,peg
petulantly,petulantly
pigs,pig
pugs,pug
reek,reek
cocoa,cocoa
gyps,gyp
reel,reel
roes,roe
arena,arena
rose-bed,rose-bed
bludgeoning,bludgeon
rues,rue
rued,rue
sandpipers,sandpiper
booze-up,booze-up
cubism,cubism
donjons,donjon
eyry,eyry
sash-line,sash-line
seceding,secede
ratio,ratio
separation,separation
insinuated,insinuate
side,side
betiding,betide
deforests,deforest
deriding,deride
flibbertigibbet,flibbertigibbet
hotchpotches,hotchpotch
slaloms,slalom
sods,sod
soda,soda
loudspeaker,loudspeaker
standardize,standardize
cognomens,cognomen
stationed,station
half-sister,half-sister
stepsisters,stepsister
bric-a-brac,bric-a-brac
exclusively,exclusively
tack,tack
taco,taco
remuneration,remuneration
tact,tact
tecs,tec
tech,tech
housedogs,housedog
technological,technological
beginning,beginning,begin
cowhouses,cowhouse
distinguishable,distinguishable
thermostat,thermostat
horserace,horserace
throttle-valves,throttle-valve
perversely,perversely
steam-boilers,steam-boiler
julep,julep
sideshow,sideshow
tics,tic
tick,tick
admittedly,admittedly
armada,armada
tuck,tuck
turbo,turbo
dehydrating,dehydrate
ungenerous,ungenerous
unsportsmanlike,unsportsmanlike
veal,veal
dissidence,dissidence
raffish,raffish
torso,torso
vial,vial
derating,derate
nonplussed,nonplus
symptom,symptom
wasteland,wasteland
wettings,wetting
wolf-cub,wolf-cub
group,group
gloating,gloat
syndicalists,syndicalist
kingdoms,kingdom
ornithological,ornithological
habitu_es,habitu_e
furbish,furbish
abutting,abut
barracudas,barracuda
turn-outs,turn-out
disentanglement,disentanglement
tearaways,tearaway
ghosting,ghost
purgatory,purgatory
unsecured,unsecured
accompaniments,accompaniment
clock-watching,clock-watching
dry-cleaner,dry-cleaner
decorator,decorator
hussar,hussar
disapprobation,disapprobation
furnish,furnish
refocused,refocus
insolently,insolently
line-shooting,line-shooting
boomerang,boomerang
hearkened,hearken
devastating,devastate
questing,quest
bigamous,bigamous
premature,premature
peacemakers,peacemaker
snowplough,snowplough
upbeat,upbeat
wishbone,wishbone
encamped,encamp
facers,facer
light-mindedness,light-mindedness
morticians,mortician
shrined,shrine
extras,extra
territorial,territorial
rhapsodize,rhapsodize
November,November
magna opera,magnum opus
turpentine,turpentine
scripture,scripture
curvature,curvature
humanity,humanity
drabber,drab
printing-presses,printing-press
abhors,abhor
elders,elder
firebrands,firebrand
thumps,thump
rusticity,rusticity
trainee,trainee
stage-struck,stage-struck
glory-holes,glory-hole
place-name,place-name
mailboats,mailboat
rodents,rodent
chit-chat,chit-chat
scraper,scraper
enlargement,enlargement
reduce,reduce
trumps,trump
recommendation,recommendation
redcoats,redcoat
amenity,amenity
good-time,good-time
prurience,prurience
recipes,recipe
shrivel,shrivel
debate,debate
paramount,paramount
retire,retire
cine-film,cine-film
far,far
consignment,consignment
galley-slaves,galley-slave
antagonizes,antagonize
gas-meters,gas-meter
hap,hap
obi,obi
hep,hep
metrically,metrically
see,see
sternness,sternness
she,she
fir,fir
hip,hip
lampshades,lampshade
checklist,checklist
jigsaw,jigsaw
aquanaut,aquanaut
dot,dot
for,for
CPU,CPU
demanded,demand
hop,hop
acclamation,acclamation
smoke-screen,smoke-screen
uncouple,uncouple
fur,fur
sue,sue
witness-stand,witness-stand
grouse,grouse
nightshade,nightshade
subjugating,subjugate
appended,append
superimpose,superimpose
corrugating,corrugate
disastrously,disastrously
chalkpits,chalkpit
glitch,glitch
caliphs,caliph
negatively,negatively
tricksters,trickster
derision,derision
canonized,canonize
co-opted,co-opt
circumlocution,circumlocution
banish,banish
Jan.,Jan.
rheumatoid,rheumatoid
becomingly,becomingly
exaction,exaction
logicians,logician
egalitarian,egalitarian
strikingly,strikingly
contrived,contrive
machinations,machination
yearbook,yearbook
exceptionally,exceptionally
consumptive,consumptive
abominations,abomination
baronages,baronage
incurably,incurably
riboflavin,riboflavin
allowable,allowable
combinations,combination
gasometers,gasometer
troublesome,troublesome
unsettling,unsettle
vertebrates,vertebrate
conjectured,conjecture
penitent,penitent
verbal,verbal
elaborateness,elaborateness
reveal,reveal
clergyman,clergyman
marmoreal,marmoreal
comminations,commination
mayflies,mayfly
democratize,democratize
throatiest,throaty
confederated,confederate
unraveling,unravel
cultivable,cultivable
woollier,woolly
vernal,vernal
foolishly,foolishly
peevishly,peevishly
corruptibility,corruptibility
squeal,squeal
succouring,succour
convertibility,convertibility
in contact with,in contact with
acknowledges,acknowledge
households,household
interchanges,interchange
licensees,licensee
treasure-trove,treasure-trove
contractors,contractor
revolvers,revolver
currishly,currishly
data,datum,data
unheard-of,unheard-of
date,date
ease,ease
fare,fare
make,make
offenceless,offenceless
aneroids,aneroid
refurbishes,refurbish
seed,seed
mediocrities,mediocrity
roughly,roughly
shed,shed
caul,caul
floodlights,floodlight
bedevilled,bedevil
club,club
chug,chug
farm,farm
fire,fire
idol,idol
clue,clue
else,else
donkey-work,donkey-work
foot-pounds,foot-pound
fern,fern
ford,ford
dote,dote
fore,fore
chum,chum
east,east
fart,fart
firm,firm
dacha,dacha
halfbacks,halfback
haps,hap
hope,hope
icon,icon
ikon,ikon
easy,easy
fork,fork
invalidating,invalidate
jinn,jinn
firs,fir
form,form
hips,hip
June,June
bevy,bevy
hype,hype
coup,coup
lilt,lilt
grasshoppers,grasshopper
iron,iron
furl,furl
jinx,jinx
dots,dot
hops,hop
apologize,apologize
classrooms,classroom
CPUs,CPU
fort,fort
gallons,gallon
junk,junk
legions,legion
lily,lily
close-up,close-up
loll,loll
double-dealers,double-dealer
furs,fur
externals,external
heavenwards,heavenwards
aquatint,aquatint
crux,crux
dicta,dictum
domesticity,domesticity
clergymen,clergyman
hypo,hypo
lagoons,lagoon
lull,lull
duty,duty
fury,fury
jewelled,jewel
matriarchal,matriarchal
metalled,metal
mike,mike
milkshakes,milkshake
mishap,mishap
get-at-able,get-at-able
moke,moke
nailfile,nailfile
nocturnes,nocturne
geriatrics,geriatrics
noisily,noisily
obis,obi
omit,omit
phaeton,phaeton
pitman,pitman
positions,position
potman,potman
lady's-maids,lady's-maid
raft,raft
reasons,reason
reborn,reborn
megacontracts,megacontract
rife,rife
riff,riff
rift,rift
principalities,principality
ruff,ruff
chisellers,chiseller
sees,see
proboscis,proboscis
seen,see
seek,seek
seem,seem
seep,seep
seer,seer
bazaar,bazaar
scapegoat,scapegoat
sepulchres,sepulchre
sidewalk,sidewalk
skep,skep
skew,skew
slew,slew,slay
sled,sled
bounding,bound
levitated,levitate
disunite,disunite
silica,silica
sou'-sou'-west,sou'-sou'-west
southeasterly,southeasterly
southwesters,southwester
spec,spec
mezzo,mezzo
sped,speed
spew,spew
squiggles,squiggle
contumelious,contumelious
exaggerated,exaggerate
stem,stem
step,step
deaf-aids,deaf-aid
stew,stew
enumerate,enumerate
sedating,sedate
aberrations,aberration
sues,sue
sued,sue
suet,suet
telecasting,telecast
tide,tide
mambas,mamba
tidy,tidy
suburban,suburban
towing-rope,towing-rope
disqualification,disqualification
garnish,garnish
missionary,missionary
pillar,pillar
tree-ferns,tree-fern
trinities,trinity
triumvirates,triumvirate
unco,unco
igniting,ignite
uncurl,uncurl
understated,understate
validated,validate
girlish,girlish
veneration,veneration
wallflowers,wallflower
weak,weak
oversizeddest,oversized
weal,weal
mammas,mamma
wean,wean
wear,wear
weather-map,weather-map
uprising,uprising
what,what
castaways,castaway
woad,woad
wrap,wrap
blunting,blunt
bruiting,bruit
cob-nut,cob-nut
bailors,bailor
recapitulating,recapitulate
blurting,blurt
impulse,impulse
pulsar,pulsar
softish,softish
roguish,roguish
vodkas,vodka
lumpish,lumpish
sixty-five,sixty-five
rickshaws,rickshaw
offertory,offertory
discovering,discover
perspicacity,perspicacity
cigars,cigar
decade,decade
defers,defer
format,format
part-timer,part-timer
reinstating,reinstate
advents,advent
meeting-place,meeting-place
advice,advice
reproduces,reproduce
decide,decide
emeers,emeer
lance-corporals,lance-corporal
publicized,publicize
between,between
elasticized,elasticized
reward,reward
dacoity,dacoity
front-benchers,front-bencher
decode,decode
immunity,immunity
sculpt,sculpt
seduce,seduce
bounce,bounce
go-carts,go-cart
elastomers,elastomer
putridity,putridity
usurps,usurp
pigboats,pigboat
reword,reword
hocus-pocus,hocus-pocus
narrator,narrator
gamesmanship,gamesmanship
go-karts,go-kart
remanding,remand
satire,satire
escapade,escapade
advise,advise
brevity,brevity
eat,eat
ensilage,ensilage
brandy-snaps,brandy-snap
lam,lam
escort,escort
financed,finance
ken,ken
priesthoods,priesthood
eft,eft
homecomings,homecoming
rag,rag
reminding,remind
tee,tee
the,the
masterfully,masterfully
rig,rig
tie,tie
upbringings,upbringing
vac,vac
web,web
whopper,whopper
imp,imp
bow,bow
bruise,bruise
arduous,arduous
coal-seams,coal-seam
petrify,petrify
toe,toe
disuse,disuse
bourse,bourse
honorific,honorific
rug,rug
broach,broach
suture,suture
persuasiveness,persuasiveness
complaint,complaint
analysis,analysis
blotch,blotch
brooch,brooch
devolving,devolve
colleens,colleen
pronounceable,pronounceable
racecards,racecard
lieder-singers,lieder-singer
magicians,magician
perpetrate,perpetrate
jog-trots,jog-trot
moribund,moribund
standardizations,standardization
best-behaved,well-behaved
fraction,fraction
policymakers,policymaker
outrageously,outrageously
violinist,violinist
sensationalists,sensationalist
chatterboxes,chatterbox
strumpets,strumpet
abstracts,abstract
veronica,veronica
impinging,impinge
washbasin,washbasin
modish,modish
recapitulates,recapitulate
interconnecting,interconnect
ought not to,ought not to
exchanged,exchange
growlingly,growlingly
journalistically,journalistically
opossums,opossum
old-timers,old-timer
pederasts,pederast
prospers,prosper
rediscovering,rediscover
functionalism,functionalism
vassal,vassal
scuppering,scupper
dissociates,dissociate
weathercocks,weathercock
alkylbenzene,alkylbenzene
vestal,vestal
aspartames,aspartame
contaminating,contaminate
visual,visual
toby-jug,toby-jug
involute,involute
seedily,seedily
lama,lama
spitefully,spitefully
backpedals,backpedal
daub,daub
garb,garb
lamb,lamb
bawd,bawd
canticles,canticle
cave,cave
goose-step,goose-step
eavesdrop,eavesdrop
lame,lame
male,male
overlying,overlie
happily,happily
meld,meld
crochet-hook,crochet-hook
paid,pay
limb,limb
petitions,petition
rage,rage
safe,safe
bawl,bawl
gird,gird
kind,kind
layman,layman
jeweller,jeweller
lime,lime
covetously,covetously
equivalence,equivalence
cushioned,cushion
fish,fish
germ,germ
housecoat,housecoat
king,king
lamp,lamp
cove,cove
drub,drub
eats,eat
fast,fast
girl,girl
gore,gore
kink,kink
lams,lam
giro,giro
limn,limn
drug,drug
efts,eft
fuse,fuse
irresolution,irresolution
bowl,bowl
disarm,disarm
avaricious,avaricious
gazelles,gazelle
fist,fist
hansoms,hansom
limp,limp
mall,mall
drum,drum
malt,malt
imps,imp
melt,melt
dour,dour
mild,mild
bows,bowel,bow
mile,mile
milk,milk
mill,mill
diatomite,diatomite
milt,milt
lump,lump
mold,mold
gammons,gammon
mole,mole
moll,moll
molt,molt
fuss,fuss
gory,gory
gyro,gyro
mule,mule
guru,guru
mull,mull
bottoms,bottom
nationalism,nationalism
omni-present,omni-present
pail,pail
pain,pain
pair,pair
boulevard,boulevard
potations,potation
hereinbefore,hereinbefore
levelled,level
prig,prig
prim,prim
customs,custom
proconsulate,proconsulate
foolishness,foolishness
peevishness,peevishness
nonevents,nonevent
patisseries,patisserie
monologues,monologue
perilled,peril
humpbacks,humpback
rags,rag
extirpates,extirpate
reformatory,reformatory
repelled,repel
ribbons,ribbon
rigs,rig
rolling-pins,rolling-pin
astern,astern
guava,guava
postdated,postdate
rugs,rug
seasons,season
shedding,shed
sheep,sheep
sift,sift
sleep,sleep
sluicing,sluice
sofa,sofa
soft,soft
speeding,speeding,speed
stability,stability
syncopation,syncopation
tees,tee
burtons,burton
chump,chump
foredooms,foredoom
hothouses,hothouse
bank-drafts,bank-draft
teed,tee
teem,teem
teen,teen
clump,clump
steep,steep
spending,spend
suborn,suborn
terrifying,terrify
them,them
sweep,sweep
then,then
they,they
ties,tie
drivellers,driveller
tied,tie
episcopalians,episcopalian
tier,tier
reiterate,reiterate
toes,toe
telecommunication,telecommunication
toed,toe
outbraved,outbrave
square-built,square-built
decorations,decoration
tombstones,tombstone
protean,protean
tree,tree
trek,trek
twee,twee
suppressive,suppressive
undo,undo
dollops,dollop
inflected,inflect
collected,collected,collect
king-size,king-size
revising,revise
sheeting,sheeting
shooting-galleries,shooting-gallery
tragediennes,tragedienne
unkempt,unkempt
utilities,utility
vacs,vac
verso,verso
manias,mania
scenting,scent
fattish,fattish
governor,governor
longish,longish
sleeting,sleet
criminally,criminally
unintentional,unintentional
vice,vice
war-babies,war-baby
reconsider,reconsider
requisites,requisite
wearily,wearily
webs,web
sweating,sweat
whereunto,whereunto
smelting,smelt
refuting,refute
air-shaft,air-shaft
loofas,loofa
caveat,caveat
counting,count
courting,court
omitting,omit
schwas,schwa
shove-ha'penny,shove-ha'penny
baccarat,baccarat
flimsiness,flimsiness
crusting,crust
stubbliest,stubbly
blaeberry,blaeberry
pilferage,pilferage
doxologies,doxology
dropsical,dropsical
blackthorns,blackthorn
flintstones,flintstone
preconception,preconception
search-party,search-party
cross-fertilizations,cross-fertilization
reface,reface
sultriness,sultriness
bleeped,bleep
bobsleighs,bobsleigh
urbanity,urbanity
gormandizes,gormandize
fa<cades,fa<cade
briars,briar
absolve,absolve
habituating,habituate
disunity,disunity
flapped,flap
briers,brier
disloyal,disloyal
handbrakes,handbrake
prophetical,prophetical
orients,orient
absences,absence
contumelies,contumely
cachous,cachou
realignment,realignment
arraignment,arraignment
encode,encode
finances,finance
whirligigs,whirligig
angostura,angostura
revivals,revival
unravel,unravel
phonecall,phonecall
ant-hills,ant-hill
compresses,compress
eavesdropper,eavesdropper
refloats,refloat
revere,revere
arrange,arrange
succour,succour
alumnus,alumnus
caw,caw
fat,fat
gas,gas
gravity,gravity
headpieces,headpiece
heatspot,heatspot
dismantling,dismantle
fuselage,fuselage
her,her
oak,oak
sag,sag
square,square
coconut,coconut
dubious,dubious
free-living,free-living
parallel,parallel
create,create
fit,fit
dissatisfy,dissatisfy
nil,nil
interjected,interject
toothpicks,toothpick
paperbacks,paperback
squire,squire
emu,emu
wretcheder,wretched
any,any
filibusters,filibuster
box,box
cow,cow
cruise,cruise
mom,mom
officials,official
olympicses,olympics
refuse,refuse
tropically,tropically
unhesitatingly,unhesitatingly
unnoticed,unnoticed
use,use
yea,yea
course,course
mum,mum
unsure,unsure
excite,excite
otiose,otiose
jingoism,jingoism
flounced,flounce
escapism,escapism
platitudinous,platitudinous
pedantically,pedantically
Friday,Friday
pacesetters,pacesetter
crotch,crotch
crouch,crouch
admirably,admirably
sensitizes,sensitize
creation,creation
analytic,analytic
eyewitnesses,eyewitness
prolific,prolific
enmesh,enmesh
omission,omission
removable,removable
unemotionally,unemotionally
prefectural,prefectural
whimpers,whimper
engrossing,engross
toastrack,toastrack
trueloves,truelove
whispers,whisper
gingerly,gingerly
bastardized,bastardize
piggishly,piggishly
encouragingly,encouragingly
rebellion,rebellion
subtracts,subtract
chummier,chummy
nervelessly,nervelessly
feedstocks,feedstock
pay-claim,pay-claim
question-mark,question-mark
skylight,skylight
steamier,steamy
brilliancy,brilliancy
noncompetitivest,noncompetitive
fulminations,fulmination
cheesecloths,cheesecloth
circumnavigated,circumnavigate
bawdily,bawdily
telegraphically,telegraphically
barefaced,barefaced
brutishly,brutishly
mama,mama
saga,saga
seal-ring,seal-ring
gentility,gentility
hard,hard
land,land
fate,fate
hare,hare
herb,herb
hide-out,hide-out
jape,jape
lane,lane
gash,gash
grannies,granny,grannie
herd,herd
here,here
icefields,icefield
lend,lend
hark,hark
lank,lank
sage,sage
testifying,testify
cabinet-maker,cabinet-maker
dive,dive
diamond,diamond
harm,harm
generalization,generalization
hire,hire
caffeine,caffeine
forklift,forklift
gasp,gasp
harp,harp
knob,knob
leveller,leveller
caws,caw
dove,dove,dive
fats,fat
hart,hart
hero,hero
linchpin,linchpin
famously,famously
line,line
facia,facia
hers,hers
lent,lend
lens,lens
ling,ling
link,link
carbons,carbon
cowl,cowl
fits,fit
lino,lino
gist,gist
gush,gush
horn,horn
lint,lint
deciphers,decipher
lone,lone
emus,emu
fussily,fussily
hurl,hurl
long,long
cows,cow
knot,knot
lung,lung
lynchpin,lynchpin
actions,action
mackintosh,mackintosh
know,know
memo,memo
adumbrates,adumbrate
mime,mime
minuscule,minuscule
moms,mom
jingoist,jingoist
mums,mum
gust,gust
hurt,hurt
null,null
oaks,oak
cordons,cordon
pogroms,pogrom
privily,privily
puerility,puerility
cartons,carton
prognostics,prognostic
escapist,escapist
prohibition,prohibition
exaltation,exaltation
quid,quid
quin,quin
quip,quip
asseverates,asseverate
ballet-skirts,ballet-skirt
lynx,lynx
quit,quit
quiz,quiz
racoons,racoon
bond-holder,bond-holder
rattan,rattan
reckons,reckon
reform,reform
sags,sag
sago,sago
shake-up,shake-up
shouldered,shoulder
sigh,sigh
sign,sign
poltroon,poltroon
skin-diving,skin-diving
conferred,confer
impeding,impede
inactivate,inactivate
municipalities,municipality
smouldered,smoulder
squareness,squareness
stringent,stringent
tartan,tartan
tiff,tiff
toff,toff
outdoor,outdoor
toughly,toughly
treading,tread
tuft,tuft
turban,turban
unfamiliar,unfamiliar
arduously,arduously
uses,use
fact-finding,fact-finding
harbingers,harbinger
used,used,use
user,user
hara-kiri,hara-kiri
wick,wick
yeas,yea
yeah,yeah
year,year
yuan,yuan
trending,trend
windflowers,windflower
vacating,vacate
primp,primp
gaolbirds,gaolbird
pristine,pristine
cine-projectors,cine-projector
hashish,hashish
transliterating,transliterate
science,science
water-biscuit,water-biscuit
renewal,renewal
mannish,mannish
twerp,twerp
work-outs,work-out
concurred,concur
daunting,daunt
painting,painting,paint
platypi,platypus
doubting,doubt
prognostications,prognostication
grindstones,grindstone
limiting,limit
redefines,redefine
righting,right
coveting,covet
treating,treat
updating,update
monkish,monkish
gyrating,gyrate
strangest,strange
tweeting,tweet
pointing,point
beheads,behead
zebras,zebra
printing,printing,print
polkas,polka
climbs,climb
imputing,impute
tobacconist,tobacconist
trussing,truss
treacliest,treacly
strongest,strong
unfocused,unfocused
consonants,consonant
commentate,commentate
shebeen,shebeen
indoors,indoors
absurdities,absurdity
facade,facade
cheeped,cheep
palavered,palaver
residency,residency
clearways,clearway
laments,lament
foreleg,foreleg
malice,malice
self-control,self-control
shunned,shun
escaped,escape
fearful,fearful
cranberry,cranberry
dissemble,dissemble
grabber,grabber
guidebooks,guidebook
phrase-book,phrase-book
regents,regent
safety-curtain,safety-curtain
sculpture,sculpture
spellbinders,spellbinder
turbidity,turbidity
turgidity,turgidity
criers,crier
overflown,overfly
partitives,partitive
entice,entice
spurned,spurn
stunned,stun
thence,thence
affronting,affront
doughty,doughty
efflorescent,efflorescent
forseen,foresee
subordinating,subordinate
torpidity,torpidity
defensive,defensive
torridity,torridity
congresses,congress
grasped,grasp
mace-bearers,mace-bearer
toward,toward
prince,prince
tinselly,tinselly
incurs,incur
offences,offence
celebrant,celebrant
clothes-moth,clothes-moth
percolated,percolate
clearer,clear
erratum,erratum
home-cured,home-cured
repulsing,repulse
retrogressive,retrogressive
scupper,scupper
overweight,overweight
severe,severe
underexposed,underexpose
rewire,rewire
bay,bay
daw,daw
has,have
man,man
omnipresent,omnipresent
siroccos,sirocco
adz,adz
tag,tag
bey,bey
dew,dew
get,get
men,man
teg,teg
wad,wad
wed,wed
his,his
kip,kip
oil,oil
stumper,stumper
flounces,flounce
journalese,journalese
flu,flu
trouncing,trouncing,trounce
vie,vie
visitant,visitant
boy,boy
cox,cox
got,get
impose,impose
devitalizing,devitalize
intolerant,intolerant
domineer,domineer
loo,loo
soh,soh
steppes,steppe
declamation,declamation
depended,depend
buy,buy
gut,gut
terrify,terrify
trespass,trespass
owl,owl
repudiating,repudiate
tug,tug
yob,yob
tsetse,tsetse
wholesaler,wholesaler
saut_es,saut_e
canteens,canteen
minelayer,minelayer
browbeat,browbeat
muck-heaps,muck-heap
psyllium,psyllium
thoughtfulness,thoughtfulness
churchyards,churchyard
handcarts,handcart
transfuse,transfuse
bootlegs,bootleg
eunuch,eunuch
famish,famish
afresh,afresh
faux pas,faux pas
lampposts,lamppost
snapdragon,snapdragon
endeavours,endeavour
galosh,galosh
incomplete,incomplete
uncommunicative,uncommunicative
selectors,selector
chauffeuse,chauffeuse
oldish,oldish
preordaining,preordain
raffishly,raffishly
straightness,straightness
disgraces,disgrace
spotlight,spotlight
golosh,golosh
sublimations,sublimation
considerations,consideration
legislates,legislate
whippy,whippy
reprocess,reprocess
senselessly,senselessly
intertwine,intertwine
belonged,belong
nationalist,nationalist
withal,withal
allurement,allurement
bitterly,bitterly
drop-kick,drop-kick
quarter-deck,quarter-deck
sexual,sexual
babysitting,babysitting,babysit
rubbishy,rubbishy
investors,investor
photogenic,photogenic
raid,raid
undercoats,undercoat
anointments,anointment
gate,gate
decorates,decorate
mane,mane
name,name
ulterior,ulterior
adze,adze
cautioned,caution
feud,feud
hash,hash
mend,mend
peke,peke
ogle,ogle
underhung,underhung
mind,mind
rail,rail
acrobatics,acrobatics
kepi,kepi
convivialities,conviviality
dawn,dawn
aerobatics,aerobatics
faun,faun
flue,flue
hasp,hasp
introspect,introspect
mine,mine
clairvoyance,clairvoyance
mini,mini
bays,bay
daws,daw
hose,hose
lexicon,lexicon
mans,man
mink,mink
lion,lion
mixed-up,mixed-up
beys,bey
gets,get
kept,keep
numb,numb
commercialized,commercialize
look,look
foul,foul
many,many
hiss,hiss
kips,kip
deployment,deployment
down,down
dewy,dewy
hush,hush
carcinogen,carcinogen
loom,loom
husk,husk
loon,loon
brandishing,brandish
four,four
boys,boy
houseroom,houseroom
host,host
loos,loo
flux,flux
loop,loop
loot,loot
menu,menu
mint,mint
minx,minx
envy,envy
invulnerable,invulnerable
buys,buy
guts,gut
enema,enema
monk,monk
mono,mono
myna,myna
oils,oil
oily,oily
only,only
owls,owl
patriarchal,patriarchal
petalled,petalled
megaton,megaton
piggishness,piggishness
pike,pike
poke,poke
poky,poky
precautionary,precautionary
pronouncements,pronouncement
puke,puke
rain,rain
recreated,recreate
debunked,debunk
inclusively,inclusively
preheated,preheat
rein,rein
halloos,halloo
repetitive,repetitive
resourceful,resourceful
roil,roil
rotations,rotation
ruin,ruin
behaviour,behaviour
saturation,saturation
dubiously,dubiously
perspiring,perspire
dividing,divide
side-saddle,side-saddle
slipshod,slipshod
stupifying,stupifying,stupify
electrogalvanize,electrogalvanize
tags,tag
tegs,teg
tenantry,tenantry
toga,toga
tugs,tug
unborn,unborn
unfurl,unfurl
unlicensed,unlicensed
veer,veer
buttons,button
rotisseries,rotisserie
venison,venison
vies,vie
lascar,lascar
vied,vie
unending,unending
view,view
unlovely,unlovely
vociferated,vociferate
equip,equip
wads,wad
sunlamps,sunlamp
wade,wade
wadi,wadi
water-spaniels,water-spaniel
weatherman,weatherman
weds,wed
highest-level,high-level
nut-butter,nut-butter
obtainable,obtainable
occasional,occasional
well-tried,well-tried
wide,wide
yobs,yob
yobo,yobo
bistro,bistro
zeal,zeal
double-crossed,double-cross
connected,connect
describes,describe
kebabs,kebab
credit-worthy,credit-worthy
sighting,sighting,sight
equating,equate
devoting,devote
disclaims,disclaim
azalea,azalea
karmas,karma
attractions,attraction
circumnavigating,circumnavigate
economically,economically
ensconcing,ensconce
mortar,mortar
quieting,quiet
recapitulations,recapitulation
cat-o'-nine-tails,cat-o'-nine-tails
schnapps,schnapps
quilting,quilt
erupting,erupt
knotting,knot
blackamoor,blackamoor
looking-glasses,looking-glass
ash-key,ash-key
conducted,conduct
billfold,billfold
counterattacked,counterattack
exulting,exult
swinish,swinish
editors,editor
negligence,negligence
quitting,quit
roller-skate,roller-skate
sponge-cake,sponge-cake
bakers,baker
quanta,quantum
foreclosure,foreclosure
vicinity,vicinity
landfill,landfill
acidity,acidity
device,device
cablegram,cablegram
paperhangers,paperhanger
traitorously,traitorously
ability,ability
cancellations,cancellation
chaperons,chaperon
driers,drier
engross,engross
antediluvian,antediluvian
moments,moment
reconnoitring,reconnoitre
agility,agility
impunity,impunity
videocameras,videocamera
antiseptics,antiseptic
aridity,aridity
avidity,avidity
upward,upward
alliances,alliance
longboats,longboat
inanity,inanity
effort,effort
oleander,oleander
quince,quince
long-time,long-time
hallucinations,hallucination
advanced,advanced,advance
lawfully,lawfully
cohort,cohort
hat,hat
jar,jar
dance-band,dance-band
devise,devise
fervour,fervour
lap,lap
enunciates,enunciate
fibrous,fibrous
pal,pal
raj,raj
fruit-fly,fruit-fly
unease,unease
wee,wee
wilfully,wilfully
ohm,ohm
biz,biz
crucifixion,crucifixion
hit,hit
lip,lip
railroads,railroad
ski,ski
nose-flute,nose-flute
photoelectric,photoelectric
joyfully,joyfully
surgically,surgically
gnu,gnu
coy,coy
differentiate,differentiate
hot,hot
lop,lop
corrigenda,corrigendum
moo,moo
betrayals,betrayal
cry,cry
subedited,subedit
testify,testify
its,its
re-cover,re-cover
challenger,challenger
expedited,expedite
conjectures,conjecture
freeholds,freehold
expunge,expunge
hut,hut
nun,nun
offended,offend
sullenly,sullenly
unintelligent,unintelligent
foreshortening,foreshorten
woe,woe
search,search
minute-hands,minute-hand
dialysis,dialysis
midday,midday
maximized,maximize
dominie,dominie
householders,householder
attended,attend
expanded,expand
cataracts,cataract
intercommunicated,intercommunicate
undisguised,undisguised
borsch,borsch
snatch,snatch
exclamation,exclamation
expended,expend
ejection,ejection
overbidding,overbid
stanch,stanch
election,election
starch,starch
division,division
masterstrokes,masterstroke
inaction,inaction
leeway,leeway
humanized,humanize
protective,protective
hitchhiked,hitchhike
sidetrack,sidetrack
erection,erection
midway,midway
asbestos,asbestos
aviation,aviation
consistent,consistent
attendee,attendee
brownie,brownie
databases,database
emulsion,emulsion
finish,finish
restricting,restrict
signposts,signpost
anapaest,anapaest
productive,productive
distracts,distract
shoppers,shopper
straightening,straighten
presumptive,presumptive
shortens,shorten
harbouring,harbour
unlovable,unlovable
exertion,exertion
snoopers,snooper
dry-shod,dry-shod
priggishly,priggishly
recitatives,recitative
unpalatable,unpalatable
contours,contour
dustcarts,dustcart
frolicsome,frolicsome
stoppers,stopper
girlishly,girlishly
oversensitive,oversensitive
concordat,concordat
schoolfellow,schoolfellow
storm-cones,storm-cone
unfriendliest,unfriendly
calculating,calculating,calculate
eschatology,eschatology
tourniquet,tourniquet
whippoorwills,whippoorwill
autos-da-f_e,auto-da-f_e
viability,viability
able-bodied,able-bodied
felicitously,felicitously
roguishly,roguishly
fashioned,fashion
redevelops,redevelop
warming-pans,warming-pan
mangily,mangily
symptomless,symptomless
gaud,gaud
said,say,said
hate,hate
pale,pale
theoreticians,theoretician
unhooks,unhook
blockhouse,blockhouse
understates,understate
paleontologists,paleontologist
weed,weed
backstair,backstair
countertraders,countertrader
dowdily,dowdily
incinerator,incinerator
eyestrain,eyestrain
pelf,pelf
hastily,hastily
pall,pall
five,five
mongols,mongol
nine,nine
palm,palm
eurhythmics,eurhythmics
jerk,jerk
glue,glue
pile,pile
geum,geum
hydro-power,hydro-power
mood,mood
sail,sail
grub,grub
hats,hat
backlog,backlog
jars,jar
laps,lap
lope,lope
mullioned,mullioned
none,none
